,Region,Incident ID,Incident Type,Full Location ,Start Date,Start Time,Duration ICT,Lanes Blocked,Blockage Duration RCT,Response Time,"Rural/
Urban",Key ,County,Interstate,Route,Direction,Unnamed: 16,Description,Inc MM,Latitude,Longitude,Severity Lanes,Severity Duration,Severity,Temp,Prec,Condition,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description,icon,stations
4853,3,7017,MultiVehicle Crash,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 55.2",2021-01-11,7:37:49 AM,18,0,0,0,Urban,5277,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 55.2          ,55.2,36.0519599,-86.67040998,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4854,3,7018,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 63.8",2021-01-11,7:42:08 AM,51.03333333,0,0,0.05,Urban,5278,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 63.8          ,63.8,35.890504,-86.82953,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4855,3,7019,Single Vehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 64",2021-01-11,7:43:00 AM,5.65,0,0,0,Urban,5279,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 64          ,64.0,35.89338897,-86.82890142,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4856,3,7020,MultiVehicle Crash,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 61.6",2021-01-11,7:43:49 AM,47.46666667,2,45.98333333,0.033333333,Urban,5280,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 61.6          ,61.6,35.85851956,-86.83184759,Level 3,Level 2,Level 2,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4857,3,7021,Weather,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 64",2021-01-11,7:54:10 AM,248.6833333,0,0,0,Urban,5281,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 64          ,64.0,35.89338897,-86.82890142,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4858,3,7022,Disabled Vehicle,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 202",2021-01-11,7:54:54 AM,123,0,0,0,Urban,5282,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 202          ,202.0,36.14011623,-86.88757294,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4859,3,7023,Debris on Roadway,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 48",2021-01-11,7:57:18 AM,35,2,15,0,Urban,5283,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 48          ,48.0,36.175791,-86.771925,Level 3,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4860,3,7024,Disabled Vehicle,"DAVIDSON on Interstate 440 Westbound, Before MILE MARKER 7",2021-01-11,8:00:42 AM,30,1,3,1,Urban,5284,DAVIDSON,I-440W,I-440,Westbound,Before,MILE MARKER 7          ,7.0,36.124583,-86.736997,Level 2,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4861,3,7025,Abandoned Vehicle,"RUTHERFORD on Interstate 24 Westbound, Beyond MILE MARKER 66",2021-01-11,8:03:38 AM,115,0,0,0,Urban,5285,RUTHERFORD,I-24W,I-24,Westbound,Beyond,MILE MARKER 66          ,66.0,35.98091727,-86.57672103,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4862,3,7026,MultiVehicle Crash,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 48.8",2021-01-11,8:16:15 AM,86,0,0,0,Urban,5286,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 48.8          ,48.8,36.12854411,-86.72761859,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4863,3,7027,Disabled Vehicle,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 79.8",2021-01-11,8:17:29 AM,485.0833333,1,7.416666667,4.6,Urban,5287,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 79.8          ,79.8,36.110005,-86.770497,Level 2,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4864,3,7028,MultiVehicle Crash,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 92.6",2021-01-11,8:19:18 AM,16.68333333,2,0.05,0.25,Urban,5288,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 92.6          ,92.6,36.269907,-86.736558,Level 3,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4865,3,7030,Debris on Roadway,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 81.6",2021-01-11,8:22:51 AM,4.95,1,4.55,2.266666667,Urban,5289,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 81.6          ,81.6,36.13643115,-86.77569341,Level 2,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4866,3,7031,Disabled Vehicle,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 62",2021-01-11,8:26:37 AM,6,0,0,0,Urban,5290,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 62          ,62.0,36.02057,-86.627399,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4867,3,7032,Disabled Vehicle,"RUTHERFORD on Interstate 24 Westbound, Beyond MILE MARKER 63.6",2021-01-11,8:33:18 AM,4,0,0,0,Urban,5291,RUTHERFORD,I-24W,I-24,Westbound,Beyond,MILE MARKER 63.6          ,63.6,36.00262889,-86.60739471,Level 1,Level 1,Level 1,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4868,3,7034,Disabled Vehicle,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 87.2",2021-01-11,8:37:52 AM,83.53333333,2,57.36666667,2.966666667,Urban,5292,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 87.2          ,87.2,36.205236,-86.776526,Level 3,Level 2,Level 2,30.5,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4869,3,7035,Disabled Vehicle,"RUTHERFORD on Interstate 840 Eastbound, At EXIT 53B: I-24",2021-01-11,9:00:39 AM,174,2,31,0,Urban,5293,RUTHERFORD,I-840E,I-840,Eastbound,At,EXIT 53B: I-24          ,53.0,35.88506849,-86.4757977,Level 3,Level 2,Level 2,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4870,3,7036,Other,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 213.8",2021-01-11,9:12:02 AM,10,0,0,0,Urban,5294,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 213.8          ,213.8,36.14176214,-86.71355907,Level 1,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4871,3,7037,Disabled Vehicle,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 51.8",2021-01-11,9:13:31 AM,575,0,0,0,Urban,5295,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 51.8          ,51.8,36.09249203,-86.70517325,Level 1,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4872,3,7038,Disabled Vehicle,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 59.2",2021-01-11,9:30:38 AM,250,2,8,-1,Urban,5296,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 59.2          ,59.2,36.046967,-86.661814,Level 3,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4873,3,7039,Disabled Vehicle,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 214.2",2021-01-11,9:34:47 AM,16,0,0,7,Urban,5297,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 214.2          ,214.2,36.142519,-86.709043,Level 1,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4874,3,7040,Disabled Vehicle,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 48.6",2021-01-11,9:41:59 AM,234,0,0,0,Urban,5298,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 48.6          ,48.6,36.13263881,-86.72723805,Level 1,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4875,3,7041,Disabled Vehicle,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 92.4",2021-01-11,9:57:48 AM,1.85,0,0,0.033333333,Urban,5299,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 92.4          ,92.4,36.28443335,-86.72932236,Level 1,Level 1,Level 1,31.2,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4876,3,7042,Disabled Vehicle,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 94.4",2021-01-11,10:00:51 AM,24.96666667,0,0,0.033333333,Urban,5300,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 94.4          ,94.4,36.30580181,-86.7065677,Level 1,Level 1,Level 1,32.8,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4877,3,7043,Disabled Vehicle,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 54.4",2021-01-11,10:01:38 AM,9,0,0,0,Urban,5301,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 54.4          ,54.4,36.05971505,-86.67944432,Level 1,Level 1,Level 1,32.8,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4878,3,7044,Disabled Vehicle,"DAVIDSON on Interstate 24 Westbound, Before MILE MARKER 54",2021-01-11,10:09:28 AM,209,0,0,0,Urban,5302,DAVIDSON,I-24W,I-24,Westbound,Before,MILE MARKER 54          ,54.0,36.06493445,-86.68486152,Level 1,Level 1,Level 1,32.8,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4879,3,7046,Disabled Vehicle,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 47.8",2021-01-11,10:10:08 AM,8,0,0,6,Urban,5303,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 47.8          ,47.8,36.15471887,-86.75850012,Level 1,Level 1,Level 1,32.8,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
4880,3,7048,Disabled Vehicle,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 219.4",2021-01-11,10:12:24 AM,209,0,0,0,Urban,5304,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 219.4          ,219.4,36.15930188,-86.62353065,Level 1,Level 1,Level 1,32.8,0.0,Clear,nashville tennessee,2021-01-11,33.9,29.9,31.3,28.8,22.5,25.9,24.0,74.04,0.01,4.17,0.0,0.0,,7.9,195.3,1027.6,94.7,7.5,2021-01-11T06:58:19,2021-01-11T16:52:24,0.99,Snow,Cloudy skies throughout the day with late afternoon rain.,Snow,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827"
